0.900000 0.670859 0.100000
4608 7
0 -4.8609753
1 472.60147
2 -4.4328713
3 394.79785
4 -18.303488
5 313.24792
6 414.65546
4096 7
0 380.9072
1 303.93463
2 152.64873
3 335.1643
4 -18.670368
5 341.5443
6 341.61206
0 7
0 -6.2088485
1 197.96855
2 -6.520072
3 -6.3514395
4 -11.79931
5 -6.2528315
6 -6.258527
12800 7
0 -1000.86975
1 -4.719063
2 -4.41568
3 -4.397954
4 -13.890729
5 -4.823887
6 -4.865362
12288 7
0 -5.0322804
1 -4.5870996
2 -4.1940117
3 -4.205183
4 -15.630483
5 -4.205183
6 -4.205183
4097 7
0 -0.86843175
1 0.0
2 -0.86150867
3 -0.8419092
4 686.153
5 -0.86843175
6 -0.86843175
4609 7
0 -4.232067
1 517.01135
2 -3.8458853
3 -3.93217
4 -14.430434
5 -3.8230495
6 -3.8230495
1 7
0 0.0
1 0.0
2 828.67865
3 -0.7444248
4 0.0
5 0.0
6 0.0
4610 7
0 -8.770077
1 -8.628008
2 -8.625264
3 -8.674873
4 -8.674393
5 -8.924342
6 -8.668642
4098 7
0 -8.639966
1 -8.600205
2 -8.615992
3 -8.625664
4 -8.606352
5 -8.611467
6 -8.633778
2 7
0 -8.682434
1 -8.719765
2 -8.675954
3 -8.706583
4 -8.702774
5 -8.708506
6 -8.704382
12290 7
0 -7.1160717
1 -8.383395
2 -8.487602
3 -8.387894
4 -8.389621
5 -8.385585
6 -8.373918
12802 7
0 -1000.8626
1 -8.387381
2 -8.406481
3 -8.384382
4 -8.3855
5 -8.383145
6 -8.383145
4611 7
0 -9.138156
1 -9.184642
2 -9.168074
3 -9.16601
4 -9.271676
5 -9.17794
6 -9.175023
4099 7
0 -2.4920368
1 -1.8661611
2 807.1533
3 -1.7261226
4 597.0068
5 -2.4163547
6 -1.8085029
3 7
0 0.0
1 -0.989055
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
12803 7
0 -874.5342
1 -0.9975376
2 -0.98223346
3 -1.7645093
4 -1.6630552
5 -1.6630552
6 -1.6630552
12291 7
0 -1.5450789
1 0.0
