0.900000 0.670859 0.010000
4608 7
0 -2.6506886
1 -3.2027617
2 417.78027
3 -3.3151271
4 223.83925
5 -2.6493762
6 -3.3195407
4096 7
0 336.50198
1 196.46675
2 -4.9755692
3 235.47957
4 -14.26676
5 -4.5716033
6 -4.5673757
0 7
0 -5.1173935
1 -5.0602083
2 -5.1209006
3 -5.1069093
4 -11.0
5 -5.1069093
6 -5.1069093
12800 7
0 -942.6811
1 -0.99969554
2 -0.9993318
3 -1.8072375
4 -14.177377
5 -1.7820845
6 -1.7905338
12288 7
0 -2.621206
1 -2.529635
2 -2.8954325
3 -2.8914552
4 -14.95813
5 -2.8914552
6 -2.977239
4609 7
0 -1.8948716
1 -2.6492846
2 -2.628558
3 -1.8398076
4 -11.629086
5 -2.5996885
6 -2.595681
4610 7
0 380.8896
1 -3.9210691
2 -3.3879223
3 23.298471
4 -3.9808135
5 -3.4289052
6 -3.9801495
4098 7
0 297.48068
1 -4.5504556
2 -4.981836
3 -4.546238
4 -4.546237
5 -4.546237
6 -4.5430617
2 7
0 -5.138547
1 -4.549382
2 -4.5450687
3 -4.5473547
4 -4.547959
5 -4.5473547
6 -4.5473547
12290 7
0 -5.99008
1 -5.9854736
2 -6.303546
3 -5.9818068
4 -5.9843216
5 -5.9809227
6 -5.9843216
12802 7
0 -993.02
1 -6.378544
2 -6.690238
3 -6.364725
4 -6.3647256
5 -6.36974
6 -6.3651843
4611 7
0 -3.9844456
1 -3.9618483
2 -3.3712518
3 -3.374825
4 -3.3682628
5 -3.3754447
6 -3.3689866
4099 7
0 -1.8181511
1 -0.98806596
2 -0.9762758
3 -0.98806596
4 -0.9762758
5 -0.9762758
6 -0.9646274
12291 7
0 -1.8242468
1 -2.0759037
2 -1.5868309
3 -1.553823
4 -1.7132236
5 -1.7132236
6 -1.7132236
12803 7
0 -959.81104
1 -0.9588522
2 -0.8096915
3 -0.9588522
4 -0.9588522
5 -0.9588522
6 -0.8096915
6 7
0 -1.0
1 -1.0
2 -1.0
3 -1.0
4 -1.0
5 0.0
6 -1.0
518 7
0 0.0
1 -1.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
4614 7
0 0.0
1 -0.96559346
2 0.0
3 0.0
4 0.0
5 -1.0
6 0.0
4102 7
0 0.0
1 -0.99004495
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
4615 7
0 0.0
1 -1.0
2 -1.0
3 -1.0
4 -1.0
5 0.0
6 0.0
519 7
0 -0.9626984
1 0.0
2 0.0
3 -0.9626984
4 0.0
5 -0.9626984
6 0.0
4624 7
0 -976.275
1 -3.2617824
2 465.31146
3 -2.5902455
4 -10.621528
5 -2.5585213
6 -2.5894556
4112 7
0 -4.622319
1 223.52788
2 -5.0370393
3 -4.9755745
4 -12.562892
5 -4.976123
6 -4.976123
16 7
0 -5.1226525
1 -5.1105433
2 -5.1274014
3 -5.122122
4 -12.621254
5 -5.122122
6 -5.122122
12304 7
0 -949.306
1 -2.869783
2 -3.5413737
3 -2.977239
4 -14.972097
5 -2.8914552
6 -2.8914552
12816 7
0 -818.6511
1 -0.9417394
2 0.0
3 0.0
4 -10.30743
5 -0.8178333
6 -0.8178333
4625 7
0 -972.377
1 -1.8714693
2 440.26996
3 -2.6112263
4 -10.589683
5 -2.6041007
6 -2.6041007
4113 7
0 0.0
1 0.0
2 -0.6913
3 0.0
4 0.0
5 0.0
6 0.0
4626 7
0 -994.014
1 -3.9408648
2 -3.3149834
3 -3.345461
4 -3.345461
5 -3.3641055
6 -3.345461
4114 7
0 -4.904195
1 -4.647148
2 -4.6404734
3 -5.0308533
4 -5.0308533
5 -5.0330386
6 -5.0308533
18 7
0 -4.5485144
1 -4.581899
2 -4.555442
3 -4.5485144
4 -4.5485144
5 -4.588338
6 -4.5485144
12306 7
0 -988.065
1 -6.0730066
2 -6.022623
3 -6.3556643
4 -6.3556643
5 -6.3556643
6 -6.3638763
12818 7
0 -982.152
1 -6.6653986
2 -6.3785934
3 -6.3524203
4 -6.3524203
5 -6.352024
6 -6.352024
4627 7
0 -986.09
1 -3.3818307
2 -3.4041767
3 -3.370638
4 -3.3647976
5 -3.3670309
6 -3.3647976
12307 7
0 -984.119
1 -1.7095405
2 -1.6901662
3 -1.553823
4 -1.553823
5 -0.9831359
6 -1.553823
12819 7
0 -810.50116
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
4115 7
0 898.1
1 -0.98806596
2 -1.8444382
3 -1.8519694
4 804.57385
5 691.7525
6 -1.8519694
19 7
0 -0.9762758
1 0.0
2 0.0
3 0.0
4 753.85236
5 897.128
6 999.0
22 7
0 -1.0
1 -1.0
2 -0.99004495
3 0.0
4 0.0
5 -1.0
6 0.0
534 7
0 0.0
1 0.0
2 -1.0
3 0.0
4 0.0
5 0.0
6 0.0
4630 7
0 0.0
1 -0.96559346
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
12822 7
0 -937.97614
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
4631 7
0 -0.9626984
1 -1.0
2 0.0
3 0.0
4 0.0
5 0.0
6 -1.0
535 7
0 0.0
1 -0.9626984
2 0.0
3 -0.9626984
4 -0.9626984
5 0.0
6 -0.9626984
4640 7
0 -3.2351923
1 -1.8523356
2 -2.5449476
3 349.93442
4 -12.152289
5 518.1239
6 -2.5900567
4128 7
0 -5.083622
1 -5.070025
2 249.07202
3 -5.083622
4 -10.956066
5 -5.083622
6 -5.083622
32 7
0 -5.138008
1 -5.1862435
2 -5.552526
3 -5.127474
4 -10.989
5 -5.1274447
6 -5.127474
12832 7
0 -2.4750483
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
12320 7
0 -3.0770674
1 -3.2043347
2 -3.1863668
3 -3.082047
4 -13.834092
5 -3.0784311
6 -3.082047
4641 7
0 576.8044
1 -2.6040862
2 -1.8526528
3 -1.8249693
4 -12.260201
5 476.2139
6 -1.8171186
4129 7
0 -0.9512079
1 -0.6913
2 -0.9512079
3 -0.9512079
4 494.6673
5 -0.9512079
6 -0.9512079
4642 7
0 -3.9931242
1 -2.6969428
2 -2.6794827
3 -3.347528
4 -3.347528
5 585.8044
6 -3.347528
4130 7
0 -5.074788
1 -4.9403696
2 -5.0483766
3 -5.074242
4 -5.074242
5 -5.074242
6 -5.074242
34 7
0 -4.582494
1 -4.0741835
2 -4.091911
3 -4.582494
4 -4.583669
5 -4.0804405
6 -4.583669
12322 7
0 -6.359854
1 -6.3871365
2 -6.359845
3 -6.3702927
4 -6.359854
5 -6.3602495
6 -6.359854
12834 7
0 -6.0853233
1 -6.354071
2 -6.327945
3 -6.352024
4 -6.352024
5 -6.352024
6 -6.3516273
4643 7
0 652.0049
1 -3.3486238
2 -3.385789
3 -3.3625464
4 -3.437269
5 -3.3625464
6 -1.1707852
12323 7
0 -1.7132236
1 -1.5887285
2 -2.1316948
3 -1.553823
4 -1.7132236
5 -1.553823
6 -1.553823
12835 7
0 -0.9588522
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
4131 7
0 707.0736
1 807.29
2 -1.8501121
3 -1.8572403
4 -1.8678793
5 529.4526
6 -1.8626152
35 7
0 -0.96752757
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 966.56006
550 7
0 0.0
1 -1.0
2 -1.0
3 -1.0
4 -1.0
5 -1.0
6 -1.0
38 7
0 -0.99004495
1 -0.99004495
2 -0.9999009
3 -0.99004495
4 -0.99004495
5 -0.99004495
6 -0.99004495
4134 7
0 0.0
1 0.0
2 -0.99004495
3 0.0
4 0.0
5 0.0
6 0.0
4647 7
0 -1.0
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
39 7
0 0.0
1 0.0
2 -1.0
3 0.0
4 0.0
5 0.0
6 0.0
4656 7
0 -969.46405
1 377.02454
2 -2.658905
3 -2.60222
4 -11.66104
5 -2.6647518
6 -2.60222
12336 7
0 -3.0763583
1 -3.0746515
2 -3.0786812
3 -3.0763583
4 -15.2617655
5 -3.0763583
6 -3.0634115
12848 7
0 -0.92771137
1 -0.92771137
2 -0.9417394
3 0.0
4 -15.165345
5 -0.92771137
6 -0.9417394
48 7
0 270.66663
1 -5.5755982
2 -5.4938703
3 -5.5876517
4 -10.967033
5 -5.5876517
6 222.6785
4144 7
0 -998.999
1 -5.086442
2 301.8518
3 212.66927
4 88.54914
5 220.43018
6 -5.1053467
4657 7
0 -957.892
1 483.9013
2 -2.597424
3 -2.5954943
4 -13.443644
5 -2.5962777
6 -2.5978472
4145 7
0 -952.15906
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.0
4658 7
0 -996.005
1 -3.384941
2 -3.337742
3 -3.3492997
4 -3.347659
5 -3.3498213
6 -3.3492997
4146 7
0 -999.999
1 -5.0220914
2 224.90912
3 -5.008986
4 -5.008986
5 -5.008986
6 -5.008986
50 7
0 -3.9939628
1 -4.5080748
2 -4.9484863
3 -4.0278525
4 -4.0278525
5 -4.0278525
6 -4.0278525
12338 7
0 -5.9886103
1 -6.3602185
2 -6.0092945
3 -5.9886103
4 -5.9886103
5 -5.9886103
6 -5.9859753
12850 7
0 -6.357758
1 -6.337309
2 -6.35808
3 -6.357758
4 -6.357758
5 -6.357758
6 -6.357758
4659 7
0 -995.00903
1 -3.3912497
2 -3.986347
3 -3.3753438
4 -3.3746214
5 -3.3746214
6 -3.3753438
4147 7
0 -989.054
1 -1.8598477
2 -0.9991608
3 -1.836204
4 -0.98806596
5 -0.98806596
6 -1.8495871
12339 7
0 -2.2377026
1 -1.816559
2 -1.8281119
3 -2.2377026
4 -2.2377026
5 -2.2377026
6 -2.2377026
12851 7
0 0.0
